MovieID,Title,Genres,bert_text
2015,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy,"Movie title: Absent Minded Professor, The (1961). Genres: Children's|Comedy|Fantasy"
2016,"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western,"Movie title: Apple Dumpling Gang Rides Again, The (1979). Genres: Children's|Comedy|Western"
2017,Babes in Toyland (1961),Children's|Fantasy|Musical,Movie title: Babes in Toyland (1961). Genres: Children's|Fantasy|Musical
2018,Bambi (1942),Animation|Children's,Movie title: Bambi (1942). Genres: Animation|Children's
2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,Movie title: Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954). Genres: Action|Drama
2020,Dangerous Liaisons (1988),Drama|Romance,Movie title: Dangerous Liaisons (1988). Genres: Drama|Romance
2021,Dune (1984),Fantasy|Sci-Fi,Movie title: Dune (1984). Genres: Fantasy|Sci-Fi
2022,"Last Temptation of Christ, The (1988)",Drama,"Movie title: Last Temptation of Christ, The (1988). Genres: Drama"
2023,"Godfather: Part III, The (1990)",Action|Crime|Drama,"Movie title: Godfather: Part III, The (1990). Genres: Action|Crime|Drama"
2024,"Rapture, The (1991)",Drama|Mystery,"Movie title: Rapture, The (1991). Genres: Drama|Mystery"
2025,Lolita (1997),Drama|Romance,Movie title: Lolita (1997). Genres: Drama|Romance
2026,Disturbing Behavior (1998),Horror|Thriller,Movie title: Disturbing Behavior (1998). Genres: Horror|Thriller
2027,Mafia! (1998),Comedy|Crime,Movie title: Mafia! (1998). Genres: Comedy|Crime
2028,Saving Private Ryan (1998),Action|Drama|War,Movie title: Saving Private Ryan (1998). Genres: Action|Drama|War
2029,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,Movie title: Billy's Hollywood Screen Kiss (1997). Genres: Comedy|Romance
2030,East Palace West Palace (Dong gong xi gong) (1997),Drama,Movie title: East Palace West Palace (Dong gong xi gong) (1997). Genres: Drama
2031,"$1,000,000 Duck (1971)",Children's|Comedy,"Movie title: $1,000,000 Duck (1971). Genres: Children's|Comedy"
2032,"Barefoot Executive, The (1971)",Children's|Comedy,"Movie title: Barefoot Executive, The (1971). Genres: Children's|Comedy"
2033,"Black Cauldron, The (1985)",Animation|Children's,"Movie title: Black Cauldron, The (1985). Genres: Animation|Children's"
2034,"Black Hole, The (1979)",Sci-Fi,"Movie title: Black Hole, The (1979). Genres: Sci-Fi"
2035,Blackbeard's Ghost (1968),Children's|Comedy,Movie title: Blackbeard's Ghost (1968). Genres: Children's|Comedy
2036,Blank Check (1994),Children's|Comedy,Movie title: Blank Check (1994). Genres: Children's|Comedy
2037,Candleshoe (1977),Adventure|Children's|Comedy,Movie title: Candleshoe (1977). Genres: Adventure|Children's|Comedy
2038,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi,"Movie title: Cat from Outer Space, The (1978). Genres: Children's|Comedy|Sci-Fi"
2039,Cheetah (1989),Adventure|Children's,Movie title: Cheetah (1989). Genres: Adventure|Children's
2040,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy,"Movie title: Computer Wore Tennis Shoes, The (1970). Genres: Children's|Comedy"
2041,Condorman (1981),Action|Adventure|Children's|Comedy,Movie title: Condorman (1981). Genres: Action|Adventure|Children's|Comedy
2042,D2: The Mighty Ducks (1994),Children's|Comedy,Movie title: D2: The Mighty Ducks (1994). Genres: Children's|Comedy
2043,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy,Movie title: Darby O'Gill and the Little People (1959). Genres: Adventure|Children's|Fantasy
2044,"Devil and Max Devlin, The (1981)",Comedy,"Movie title: Devil and Max Devlin, The (1981). Genres: Comedy"
2045,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance,"Movie title: Far Off Place, A (1993). Genres: Adventure|Children's|Drama|Romance"
2046,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,Movie title: Flight of the Navigator (1986). Genres: Adventure|Children's|Sci-Fi
2047,"Gnome-Mobile, The (1967)",Children's,"Movie title: Gnome-Mobile, The (1967). Genres: Children's"
2048,"Great Mouse Detective, The (1986)",Animation|Children's,"Movie title: Great Mouse Detective, The (1986). Genres: Animation|Children's"
2049,"Happiest Millionaire, The (1967)",Comedy|Musical,"Movie title: Happiest Millionaire, The (1967). Genres: Comedy|Musical"
2050,Herbie Goes Bananas (1980),Adventure|Children's|Comedy,Movie title: Herbie Goes Bananas (1980). Genres: Adventure|Children's|Comedy
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy,Movie title: Herbie Goes to Monte Carlo (1977). Genres: Adventure|Children's|Comedy
2052,Hocus Pocus (1993),Children's|Comedy,Movie title: Hocus Pocus (1993). Genres: Children's|Comedy
2053,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi,"Movie title: Honey, I Blew Up the Kid (1992). Genres: Children's|Comedy|Sci-Fi"
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,"Movie title: Honey, I Shrunk the Kids (1989). Genres: Adventure|Children's|Comedy|Fantasy|Sci-Fi"
2055,Hot Lead and Cold Feet (1978),Comedy|Western,Movie title: Hot Lead and Cold Feet (1978). Genres: Comedy|Western
2056,In Search of the Castaways (1962),Adventure|Children's,Movie title: In Search of the Castaways (1962). Genres: Adventure|Children's
2057,"Incredible Journey, The (1963)",Adventure|Children's,"Movie title: Incredible Journey, The (1963). Genres: Adventure|Children's"
2058,"Negotiator, The (1998)",Action|Thriller,"Movie title: Negotiator, The (1998). Genres: Action|Thriller"
2059,"Parent Trap, The (1998)",Children's|Drama,"Movie title: Parent Trap, The (1998). Genres: Children's|Drama"
2060,BASEketball (1998),Comedy,Movie title: BASEketball (1998). Genres: Comedy
2061,Full Tilt Boogie (1997),Documentary,Movie title: Full Tilt Boogie (1997). Genres: Documentary
2062,"Governess, The (1998)",Drama|Romance,"Movie title: Governess, The (1998). Genres: Drama|Romance"
2063,Seventh Heaven (Le Septième ciel) (1997),Drama|Romance,Movie title: Seventh Heaven (Le Septième ciel) (1997). Genres: Drama|Romance
2064,Roger & Me (1989),Comedy|Documentary,Movie title: Roger & Me (1989). Genres: Comedy|Documentary
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,"Movie title: Purple Rose of Cairo, The (1985). Genres: Comedy|Drama|Romance"
2066,Out of the Past (1947),Film-Noir,Movie title: Out of the Past (1947). Genres: Film-Noir
2067,Doctor Zhivago (1965),Drama|Romance|War,Movie title: Doctor Zhivago (1965). Genres: Drama|Romance|War
2068,Fanny and Alexander (1982),Drama,Movie title: Fanny and Alexander (1982). Genres: Drama
2069,"Trip to Bountiful, The (1985)",Drama,"Movie title: Trip to Bountiful, The (1985). Genres: Drama"
2070,Tender Mercies (1983),Drama,Movie title: Tender Mercies (1983). Genres: Drama
2071,And the Band Played On (1993),Drama,Movie title: And the Band Played On (1993). Genres: Drama
2072,"'burbs, The (1989)",Comedy,"Movie title: 'burbs, The (1989). Genres: Comedy"
2073,Fandango (1985),Comedy,Movie title: Fandango (1985). Genres: Comedy
2074,"Night Porter, The (Il Portiere di notte) (1974)",Drama,"Movie title: Night Porter, The (Il Portiere di notte) (1974). Genres: Drama"
2075,Mephisto (1981),Drama|War,Movie title: Mephisto (1981). Genres: Drama|War
2076,Blue Velvet (1986),Drama|Mystery,Movie title: Blue Velvet (1986). Genres: Drama|Mystery
2077,"Journey of Natty Gann, The (1985)",Adventure|Children's,"Movie title: Journey of Natty Gann, The (1985). Genres: Adventure|Children's"
2078,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical,"Movie title: Jungle Book, The (1967). Genres: Animation|Children's|Comedy|Musical"
2079,Kidnapped (1960),Children's|Drama,Movie title: Kidnapped (1960). Genres: Children's|Drama
2080,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,Movie title: Lady and the Tramp (1955). Genres: Animation|Children's|Comedy|Musical|Romance
2081,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,"Movie title: Little Mermaid, The (1989). Genres: Animation|Children's|Comedy|Musical|Romance"
2082,"Mighty Ducks, The (1992)",Children's|Comedy,"Movie title: Mighty Ducks, The (1992). Genres: Children's|Comedy"
2083,"Muppet Christmas Carol, The (1992)",Children's|Musical,"Movie title: Muppet Christmas Carol, The (1992). Genres: Children's|Musical"
2084,Newsies (1992),Children's|Musical,Movie title: Newsies (1992). Genres: Children's|Musical
2085,101 Dalmatians (1961),Animation|Children's,Movie title: 101 Dalmatians (1961). Genres: Animation|Children's
2086,One Magic Christmas (1985),Drama|Fantasy,Movie title: One Magic Christmas (1985). Genres: Drama|Fantasy
2087,Peter Pan (1953),Animation|Children's|Fantasy|Musical,Movie title: Peter Pan (1953). Genres: Animation|Children's|Fantasy|Musical
2088,Popeye (1980),Adventure|Comedy|Musical,Movie title: Popeye (1980). Genres: Adventure|Comedy|Musical
2089,"Rescuers Down Under, The (1990)",Animation|Children's,"Movie title: Rescuers Down Under, The (1990). Genres: Animation|Children's"
2090,"Rescuers, The (1977)",Animation|Children's,"Movie title: Rescuers, The (1977). Genres: Animation|Children's"
2091,Return from Witch Mountain (1978),Children's|Sci-Fi,Movie title: Return from Witch Mountain (1978). Genres: Children's|Sci-Fi
2092,"Return of Jafar, The (1993)",Animation|Children's|Musical,"Movie title: Return of Jafar, The (1993). Genres: Animation|Children's|Musical"
2093,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,Movie title: Return to Oz (1985). Genres: Adventure|Children's|Fantasy|Sci-Fi
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,"Movie title: Rocketeer, The (1991). Genres: Action|Adventure|Sci-Fi"
2095,"Shaggy D.A., The (1976)",Children's|Comedy,"Movie title: Shaggy D.A., The (1976). Genres: Children's|Comedy"
2096,Sleeping Beauty (1959),Animation|Children's|Musical,Movie title: Sleeping Beauty (1959). Genres: Animation|Children's|Musical
2097,Something Wicked This Way Comes (1983),Children's|Horror,Movie title: Something Wicked This Way Comes (1983). Genres: Children's|Horror
2098,Son of Flubber (1963),Children's|Comedy,Movie title: Son of Flubber (1963). Genres: Children's|Comedy
2099,Song of the South (1946),Adventure|Animation|Children's|Musical,Movie title: Song of the South (1946). Genres: Adventure|Animation|Children's|Musical
2100,Splash (1984),Comedy|Fantasy|Romance,Movie title: Splash (1984). Genres: Comedy|Fantasy|Romance
2101,Squanto: A Warrior's Tale (1994),Adventure|Drama,Movie title: Squanto: A Warrior's Tale (1994). Genres: Adventure|Drama
2102,Steamboat Willie (1940),Animation|Children's|Comedy|Musical,Movie title: Steamboat Willie (1940). Genres: Animation|Children's|Comedy|Musical
2103,Tall Tale (1994),Adventure|Children's,Movie title: Tall Tale (1994). Genres: Adventure|Children's
2104,Tex (1982),Drama,Movie title: Tex (1982). Genres: Drama
2105,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,Movie title: Tron (1982). Genres: Action|Adventure|Fantasy|Sci-Fi
2106,Swing Kids (1993),Drama|War,Movie title: Swing Kids (1993). Genres: Drama|War
2107,Halloween: H20 (1998),Horror|Thriller,Movie title: Halloween: H20 (1998). Genres: Horror|Thriller
2108,L.A. Story (1991),Comedy|Romance,Movie title: L.A. Story (1991). Genres: Comedy|Romance
2109,"Jerk, The (1979)",Comedy,"Movie title: Jerk, The (1979). Genres: Comedy"
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,Movie title: Dead Men Don't Wear Plaid (1982). Genres: Comedy|Crime|Thriller
2111,"Man with Two Brains, The (1983)",Comedy,"Movie title: Man with Two Brains, The (1983). Genres: Comedy"
2112,Grand Canyon (1991),Crime|Drama,Movie title: Grand Canyon (1991). Genres: Crime|Drama
2113,Graveyard Shift (1990),Horror|Thriller,Movie title: Graveyard Shift (1990). Genres: Horror|Thriller
2114,"Outsiders, The (1983)",Drama,"Movie title: Outsiders, The (1983). Genres: Drama"
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure,Movie title: Indiana Jones and the Temple of Doom (1984). Genres: Action|Adventure
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,"Movie title: Lord of the Rings, The (1978). Genres: Adventure|Animation|Children's|Sci-Fi"
2117,Nineteen Eighty-Four (1984),Drama|Sci-Fi,Movie title: Nineteen Eighty-Four (1984). Genres: Drama|Sci-Fi
2118,"Dead Zone, The (1983)",Horror|Thriller,"Movie title: Dead Zone, The (1983). Genres: Horror|Thriller"
2119,Maximum Overdrive (1986),Horror,Movie title: Maximum Overdrive (1986). Genres: Horror
2120,Needful Things (1993),Drama|Horror,Movie title: Needful Things (1993). Genres: Drama|Horror
2121,Cujo (1983),Horror|Thriller,Movie title: Cujo (1983). Genres: Horror|Thriller
2122,Children of the Corn (1984),Horror|Thriller,Movie title: Children of the Corn (1984). Genres: Horror|Thriller
2123,All Dogs Go to Heaven (1989),Animation|Children's,Movie title: All Dogs Go to Heaven (1989). Genres: Animation|Children's
2124,"Addams Family, The (1991)",Comedy,"Movie title: Addams Family, The (1991). Genres: Comedy"
2125,Ever After: A Cinderella Story (1998),Drama|Romance,Movie title: Ever After: A Cinderella Story (1998). Genres: Drama|Romance
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,Movie title: Snake Eyes (1998). Genres: Action|Crime|Mystery|Thriller
2127,"First Love, Last Rites (1997)",Drama|Romance,"Movie title: First Love, Last Rites (1997). Genres: Drama|Romance"
2128,Safe Men (1998),Comedy,Movie title: Safe Men (1998). Genres: Comedy
2129,"Saltmen of Tibet, The (1997)",Documentary,"Movie title: Saltmen of Tibet, The (1997). Genres: Documentary"
2130,Atlantic City (1980),Crime|Drama|Romance,Movie title: Atlantic City (1980). Genres: Crime|Drama|Romance
2131,Autumn Sonata (Höstsonaten ) (1978),Drama,Movie title: Autumn Sonata (Höstsonaten ) (1978). Genres: Drama
2132,Who's Afraid of Virginia Woolf? (1966),Drama,Movie title: Who's Afraid of Virginia Woolf? (1966). Genres: Drama
2133,Adventures in Babysitting (1987),Adventure|Comedy,Movie title: Adventures in Babysitting (1987). Genres: Adventure|Comedy
2134,Weird Science (1985),Comedy,Movie title: Weird Science (1985). Genres: Comedy
2135,Doctor Dolittle (1967),Adventure|Musical,Movie title: Doctor Dolittle (1967). Genres: Adventure|Musical
2136,"Nutty Professor, The (1963)",Comedy,"Movie title: Nutty Professor, The (1963). Genres: Comedy"
2137,Charlotte's Web (1973),Animation|Children's,Movie title: Charlotte's Web (1973). Genres: Animation|Children's
2138,Watership Down (1978),Animation|Children's|Drama|Fantasy,Movie title: Watership Down (1978). Genres: Animation|Children's|Drama|Fantasy
2139,"Secret of NIMH, The (1982)",Animation|Children's,"Movie title: Secret of NIMH, The (1982). Genres: Animation|Children's"
2140,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,"Movie title: Dark Crystal, The (1982). Genres: Children's|Fantasy|Sci-Fi"
2141,"American Tail, An (1986)",Animation|Children's|Comedy,"Movie title: American Tail, An (1986). Genres: Animation|Children's|Comedy"
2142,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy,"Movie title: American Tail: Fievel Goes West, An (1991). Genres: Animation|Children's|Comedy"
2143,Legend (1985),Adventure|Fantasy|Romance,Movie title: Legend (1985). Genres: Adventure|Fantasy|Romance
2144,Sixteen Candles (1984),Comedy,Movie title: Sixteen Candles (1984). Genres: Comedy
2145,Pretty in Pink (1986),Comedy|Drama|Romance,Movie title: Pretty in Pink (1986). Genres: Comedy|Drama|Romance
2146,St. Elmo's Fire (1985),Drama|Romance,Movie title: St. Elmo's Fire (1985). Genres: Drama|Romance
2147,"Clan of the Cave Bear, The (1986)",Drama,"Movie title: Clan of the Cave Bear, The (1986). Genres: Drama"
2148,House (1986),Comedy|Horror,Movie title: House (1986). Genres: Comedy|Horror
2149,House II: The Second Story (1987),Comedy|Horror,Movie title: House II: The Second Story (1987). Genres: Comedy|Horror
2150,"Gods Must Be Crazy, The (1980)",Comedy,"Movie title: Gods Must Be Crazy, The (1980). Genres: Comedy"
2151,"Gods Must Be Crazy II, The (1989)",Comedy,"Movie title: Gods Must Be Crazy II, The (1989). Genres: Comedy"
2152,Air Bud: Golden Receiver (1998),Children's|Comedy,Movie title: Air Bud: Golden Receiver (1998). Genres: Children's|Comedy
2153,"Avengers, The (1998)",Action|Adventure,"Movie title: Avengers, The (1998). Genres: Action|Adventure"
2154,How Stella Got Her Groove Back (1998),Drama|Romance,Movie title: How Stella Got Her Groove Back (1998). Genres: Drama|Romance
2155,"Slums of Beverly Hills, The (1998)",Comedy,"Movie title: Slums of Beverly Hills, The (1998). Genres: Comedy"
2156,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama,"Movie title: Best Man, The (Il Testimone dello sposo) (1997). Genres: Comedy|Drama"
2157,"Chambermaid on the Titanic, The (1998)",Romance,"Movie title: Chambermaid on the Titanic, The (1998). Genres: Romance"
2158,"Henry: Portrait of a Serial Killer, Part 2 (1996)",Crime|Horror,"Movie title: Henry: Portrait of a Serial Killer, Part 2 (1996). Genres: Crime|Horror"
2159,Henry: Portrait of a Serial Killer (1990),Crime|Horror,Movie title: Henry: Portrait of a Serial Killer (1990). Genres: Crime|Horror
2160,Rosemary's Baby (1968),Horror|Thriller,Movie title: Rosemary's Baby (1968). Genres: Horror|Thriller
2161,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,"Movie title: NeverEnding Story, The (1984). Genres: Adventure|Children's|Fantasy"
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy,"Movie title: NeverEnding Story II: The Next Chapter, The (1990). Genres: Adventure|Children's|Fantasy"
2163,Attack of the Killer Tomatoes! (1980),Comedy|Horror,Movie title: Attack of the Killer Tomatoes! (1980). Genres: Comedy|Horror
2164,Surf Nazis Must Die (1987),Drama,Movie title: Surf Nazis Must Die (1987). Genres: Drama
2165,Your Friends and Neighbors (1998),Drama,Movie title: Your Friends and Neighbors (1998). Genres: Drama
2166,Return to Paradise (1998),Drama|Romance,Movie title: Return to Paradise (1998). Genres: Drama|Romance
2167,Blade (1998),Action|Adventure|Horror,Movie title: Blade (1998). Genres: Action|Adventure|Horror
2168,Dance with Me (1998),Drama|Romance,Movie title: Dance with Me (1998). Genres: Drama|Romance
2169,Dead Man on Campus (1998),Comedy,Movie title: Dead Man on Campus (1998). Genres: Comedy
2170,Wrongfully Accused (1998),Action|Comedy,Movie title: Wrongfully Accused (1998). Genres: Action|Comedy
2171,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance,"Movie title: Next Stop, Wonderland (1998). Genres: Comedy|Drama|Romance"
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy,"Movie title: Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998). Genres: Comedy"
2173,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi,"Movie title: Navigator: A Mediaeval Odyssey, The (1988). Genres: Adventure|Fantasy|Sci-Fi"
2174,Beetlejuice (1988),Comedy|Fantasy,Movie title: Beetlejuice (1988). Genres: Comedy|Fantasy
2175,Déjà Vu (1997),Drama|Romance,Movie title: Déjà Vu (1997). Genres: Drama|Romance
2176,Rope (1948),Thriller,Movie title: Rope (1948). Genres: Thriller
2177,Family Plot (1976),Comedy|Thriller,Movie title: Family Plot (1976). Genres: Comedy|Thriller
2178,Frenzy (1972),Thriller,Movie title: Frenzy (1972). Genres: Thriller
2179,Topaz (1969),Thriller,Movie title: Topaz (1969). Genres: Thriller
2180,Torn Curtain (1966),Thriller,Movie title: Torn Curtain (1966). Genres: Thriller
2181,Marnie (1964),Thriller,Movie title: Marnie (1964). Genres: Thriller
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,"Movie title: Wrong Man, The (1956). Genres: Drama|Film-Noir|Thriller"
2183,"Man Who Knew Too Much, The (1956)",Thriller,"Movie title: Man Who Knew Too Much, The (1956). Genres: Thriller"
2184,"Trouble with Harry, The (1955)",Mystery|Thriller,"Movie title: Trouble with Harry, The (1955). Genres: Mystery|Thriller"
2185,I Confess (1953),Thriller,Movie title: I Confess (1953). Genres: Thriller
2186,Strangers on a Train (1951),Film-Noir|Thriller,Movie title: Strangers on a Train (1951). Genres: Film-Noir|Thriller
2187,Stage Fright (1950),Mystery|Thriller,Movie title: Stage Fright (1950). Genres: Mystery|Thriller
2188,54 (1998),Drama,Movie title: 54 (1998). Genres: Drama
2189,I Married A Strange Person (1997),Animation,Movie title: I Married A Strange Person (1997). Genres: Animation
2190,Why Do Fools Fall In Love? (1998),Drama,Movie title: Why Do Fools Fall In Love? (1998). Genres: Drama
2191,"Merry War, A (1997)",Comedy,"Movie title: Merry War, A (1997). Genres: Comedy"
2192,See the Sea (Regarde la mer) (1997),Drama,Movie title: See the Sea (Regarde la mer) (1997). Genres: Drama
2193,Willow (1988),Action|Adventure|Fantasy,Movie title: Willow (1988). Genres: Action|Adventure|Fantasy
2194,"Untouchables, The (1987)",Action|Crime|Drama,"Movie title: Untouchables, The (1987). Genres: Action|Crime|Drama"
2195,Dirty Work (1998),Comedy,Movie title: Dirty Work (1998). Genres: Comedy
2196,Knock Off (1998),Action,Movie title: Knock Off (1998). Genres: Action
2197,Firelight (1997),Drama,Movie title: Firelight (1997). Genres: Drama
2198,Modulations (1998),Documentary,Movie title: Modulations (1998). Genres: Documentary
2199,Phoenix (1998),Crime|Drama,Movie title: Phoenix (1998). Genres: Crime|Drama
2200,Under Capricorn (1949),Drama,Movie title: Under Capricorn (1949). Genres: Drama
2201,"Paradine Case, The (1947)",Drama,"Movie title: Paradine Case, The (1947). Genres: Drama"
2202,Lifeboat (1944),Drama|Thriller|War,Movie title: Lifeboat (1944). Genres: Drama|Thriller|War
2203,Shadow of a Doubt (1943),Film-Noir|Thriller,Movie title: Shadow of a Doubt (1943). Genres: Film-Noir|Thriller
2204,Saboteur (1942),Thriller,Movie title: Saboteur (1942). Genres: Thriller
2205,Mr. & Mrs. Smith (1941),Comedy,Movie title: Mr. & Mrs. Smith (1941). Genres: Comedy
2206,Suspicion (1941),Mystery|Thriller,Movie title: Suspicion (1941). Genres: Mystery|Thriller
2207,Jamaica Inn (1939),Drama,Movie title: Jamaica Inn (1939). Genres: Drama
2208,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller,"Movie title: Lady Vanishes, The (1938). Genres: Comedy|Mystery|Romance|Thriller"
2209,Young and Innocent (1937),Crime|Thriller,Movie title: Young and Innocent (1937). Genres: Crime|Thriller
2210,Sabotage (1936),Thriller,Movie title: Sabotage (1936). Genres: Thriller
2211,Secret Agent (1936),Thriller,Movie title: Secret Agent (1936). Genres: Thriller
2212,"Man Who Knew Too Much, The (1934)",Thriller,"Movie title: Man Who Knew Too Much, The (1934). Genres: Thriller"
2213,Waltzes from Vienna (1933),Comedy|Musical,Movie title: Waltzes from Vienna (1933). Genres: Comedy|Musical
2214,Number Seventeen (1932),Thriller,Movie title: Number Seventeen (1932). Genres: Thriller
2215,Rich and Strange (1932),Comedy|Romance,Movie title: Rich and Strange (1932). Genres: Comedy|Romance
2216,"Skin Game, The (1931)",Drama,"Movie title: Skin Game, The (1931). Genres: Drama"
2217,Elstree Calling (1930),Comedy|Musical,Movie title: Elstree Calling (1930). Genres: Comedy|Musical
2218,Juno and Paycock (1930),Drama,Movie title: Juno and Paycock (1930). Genres: Drama
2219,Murder! (1930),Mystery|Thriller,Movie title: Murder! (1930). Genres: Mystery|Thriller
2220,"Manxman, The (1929)",Drama,"Movie title: Manxman, The (1929). Genres: Drama"
2221,Blackmail (1929),Thriller,Movie title: Blackmail (1929). Genres: Thriller
2222,Champagne (1928),Comedy,Movie title: Champagne (1928). Genres: Comedy
2223,"Farmer's Wife, The (1928)",Comedy,"Movie title: Farmer's Wife, The (1928). Genres: Comedy"
2224,Downhill (1927),Drama,Movie title: Downhill (1927). Genres: Drama
2225,Easy Virtue (1927),Drama,Movie title: Easy Virtue (1927). Genres: Drama
2226,"Ring, The (1927)",Drama,"Movie title: Ring, The (1927). Genres: Drama"
2227,"Lodger, The (1926)",Thriller,"Movie title: Lodger, The (1926). Genres: Thriller"
2228,"Mountain Eagle, The (1926)",Drama,"Movie title: Mountain Eagle, The (1926). Genres: Drama"
2229,"Pleasure Garden, The (1925)",Drama,"Movie title: Pleasure Garden, The (1925). Genres: Drama"
2230,Always Tell Your Wife (1923),Comedy,Movie title: Always Tell Your Wife (1923). Genres: Comedy
2231,Rounders (1998),Crime|Drama,Movie title: Rounders (1998). Genres: Crime|Drama
2232,Cube (1997),Sci-Fi|Thriller,Movie title: Cube (1997). Genres: Sci-Fi|Thriller
2233,Digging to China (1998),Drama,Movie title: Digging to China (1998). Genres: Drama
2234,Let's Talk About Sex (1998),Drama,Movie title: Let's Talk About Sex (1998). Genres: Drama
2235,One Man's Hero (1999),Drama|War,Movie title: One Man's Hero (1999). Genres: Drama|War
2236,Simon Birch (1998),Drama,Movie title: Simon Birch (1998). Genres: Drama
2237,Without Limits (1998),Drama,Movie title: Without Limits (1998). Genres: Drama
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,Movie title: Seven Beauties (Pasqualino Settebellezze) (1976). Genres: Comedy|Drama
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,Movie title: Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975). Genres: Comedy|Drama
2240,My Bodyguard (1980),Drama,Movie title: My Bodyguard (1980). Genres: Drama
2241,Class (1983),Comedy,Movie title: Class (1983). Genres: Comedy
2242,"Grandview, U.S.A. (1984)",Drama,"Movie title: Grandview, U.S.A. (1984). Genres: Drama"
2243,Broadcast News (1987),Comedy|Drama|Romance,Movie title: Broadcast News (1987). Genres: Comedy|Drama|Romance
2244,"Allnighter, The (1987)",Comedy|Romance,"Movie title: Allnighter, The (1987). Genres: Comedy|Romance"
2245,Working Girl (1988),Comedy|Drama,Movie title: Working Girl (1988). Genres: Comedy|Drama
2246,Stars and Bars (1988),Comedy,Movie title: Stars and Bars (1988). Genres: Comedy
2247,Married to the Mob (1988),Comedy,Movie title: Married to the Mob (1988). Genres: Comedy
2248,Say Anything... (1989),Comedy|Drama|Romance,Movie title: Say Anything... (1989). Genres: Comedy|Drama|Romance
2249,My Blue Heaven (1990),Comedy,Movie title: My Blue Heaven (1990). Genres: Comedy
2250,Men Don't Leave (1990),Drama,Movie title: Men Don't Leave (1990). Genres: Drama
2251,"Cabinet of Dr. Ramirez, The (1991)",Comedy,"Movie title: Cabinet of Dr. Ramirez, The (1991). Genres: Comedy"
2252,Hero (1992),Comedy|Drama,Movie title: Hero (1992). Genres: Comedy|Drama
2253,Toys (1992),Action|Comedy|Fantasy,Movie title: Toys (1992). Genres: Action|Comedy|Fantasy
2254,Choices (1981),Drama,Movie title: Choices (1981). Genres: Drama
2255,Young Doctors in Love (1982),Comedy,Movie title: Young Doctors in Love (1982). Genres: Comedy
2256,Parasite (1982),Horror|Sci-Fi,Movie title: Parasite (1982). Genres: Horror|Sci-Fi
2257,No Small Affair (1984),Comedy|Romance,Movie title: No Small Affair (1984). Genres: Comedy|Romance
2258,Master Ninja I (1984),Action,Movie title: Master Ninja I (1984). Genres: Action
2259,Blame It on Rio (1984),Comedy|Romance,Movie title: Blame It on Rio (1984). Genres: Comedy|Romance
2260,Wisdom (1986),Action|Crime,Movie title: Wisdom (1986). Genres: Action|Crime
2261,One Crazy Summer (1986),Comedy,Movie title: One Crazy Summer (1986). Genres: Comedy
2262,About Last Night... (1986),Comedy|Drama|Romance,Movie title: About Last Night... (1986). Genres: Comedy|Drama|Romance
